Node Type,Node,Node Interface,Peer Type,Peer Node,Peer Interface,Node Interface Enabled
pe,atl-trx1-dc1-pe2,Ethernet56/3,network_port,,,True
pe,atl-trx1-dc1-pe2,Ethernet56/4,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet1,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet2,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet3,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet4,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet5,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet6,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet7,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet8,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet9,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet10,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet11,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet12,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet13,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet14,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet15,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet16,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet17,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet18,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet19,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet20,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet21,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet22,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet23,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet24,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet25,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet26,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet27,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet28,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet29,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet30,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet31,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet32,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet33,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet34,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet35,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet36,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet38,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet39,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet40,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet41,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet42,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet43,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet44,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet45,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet46,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet49/2,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet49/3,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet49/4,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet50/2,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet50/3,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet50/4,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet51/2,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet51/3,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet51/4,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet52/2,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet52/3,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet52/4,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet53/1,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet53/2,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet53/3,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet53/4,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet54/1,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet54/2,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet54/3,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet54/4,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet55/1,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet55/2,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet55/3,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet55/4,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet56/1,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet56/2,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet56/3,network_port,,,True
pe,dfw-trx1-ptxb1-pe1,Ethernet56/4,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet1,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet2,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet3,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet4,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet5,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet6,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet7,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet8,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet9,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet10,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet11,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet12,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet13,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet14,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet15,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet16,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet17,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet18,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet19,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet20,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet21,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet22,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet23,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet24,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet25,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet26,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet27,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet28,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet29,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet30,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet31,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet32,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet33,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet34,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet35,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet36,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet38,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet39,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet40,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet41,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet42,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet43,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet44,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet45,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet46,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet49/2,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet49/3,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet49/4,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet50/2,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet50/3,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet50/4,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet52/2,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet52/3,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet52/4,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet53/1,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet53/2,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet53/3,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet53/4,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet54/1,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet54/2,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet54/3,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet54/4,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet55/1,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet55/2,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet55/3,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet55/4,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet56/1,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet56/2,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet56/3,network_port,,,True
pe,dfw-trx1-ptxb1-pe2,Ethernet56/4,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet1,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet2,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet3,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet4,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet5,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet6,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet7,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet8,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet9,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet10,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet11,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet12,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet13,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet14,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet15,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet16,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet17,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet18,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet19,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet20,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet21,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet22,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet23,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet24,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet25,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet26,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet27,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet28,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet29,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet30,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet31,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet32,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet33,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet34,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet35,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet36,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet38,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet39,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet40,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet41,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet42,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet43,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet44,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet45,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet46,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet49/2,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet49/3,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet49/4,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet50/2,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet50/3,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet50/4,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet51/2,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet51/3,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet51/4,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet52/2,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet52/3,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet52/4,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet53/1,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet53/2,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet53/3,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet53/4,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet54/1,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet54/2,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet54/3,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet54/4,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet55/1,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet55/2,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet55/3,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet55/4,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet56/1,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet56/2,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet56/3,network_port,,,True
pe,phx-trx1-a2e-pe1,Ethernet56/4,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet1,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet2,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet3,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet4,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet5,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet6,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet7,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet8,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet9,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet10,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet11,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet12,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet13,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet14,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet15,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet16,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet17,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet18,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet19,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet20,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet21,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet22,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet23,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet24,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet25,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet26,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet27,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet28,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet29,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet30,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet31,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet32,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet33,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet34,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet35,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet36,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet38,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet39,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet40,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet41,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet42,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet43,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet44,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet45,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet46,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet49/2,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet49/3,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet49/4,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet50/2,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet50/3,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet50/4,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet52/2,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet52/3,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet52/4,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet53/1,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet53/2,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet53/3,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet53/4,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet54/1,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet54/2,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet54/3,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet54/4,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet55/1,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet55/2,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet55/3,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet55/4,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet56/1,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet56/2,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet56/3,network_port,,,True
pe,phx-trx1-dsvc-pe2,Ethernet56/4,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet1,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet2,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet3,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet4,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet5,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet6,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet7,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet8,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet9,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet10,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet12,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet13,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet14,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet15,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet16,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet17,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet18,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet19,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet20,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet21,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet22,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet23,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet24,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet25,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet26,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet27,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet28,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet29,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet30,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet31,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet32,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet33,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet34,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet35,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet38,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet39,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet40,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet41,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet42,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet43,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet44,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet45,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet46,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet49/2,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet49/3,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet49/4,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet50/2,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet50/3,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet50/4,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet51/2,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet51/3,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet51/4,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet52/2,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet52/3,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet52/4,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet53/1,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet53/2,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet53/3,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet53/4,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet54/1,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet54/2,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet54/3,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet54/4,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet55/1,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet55/2,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet55/3,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet55/4,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet56/1,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet56/2,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet56/3,network_port,,,True
pe,tpa-trx1-comb2n-pe1,Ethernet56/4,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet1,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet2,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet3,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet4,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet5,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet6,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet7,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet8,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet9,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet10,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet12,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet13,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet14,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet15,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet16,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet17,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet18,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet19,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet20,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet21,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet22,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet23,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet24,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet25,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet26,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet27,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet28,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet29,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet30,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet31,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet32,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet33,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet34,network_port,,,True
pe,tpa-trx1-comb2n-pe2,Ethernet35,network_port,,,True
